output_column,column_group,source_family,source_variant,original_column,is_harmonized,is_derived,schema_version,notes
harm_expenses_amount__conflict,master_conflict_diagnostic,,,,False,True,1.6.0,True when multiple distinct nonblank values existed in the organization-year group.
harm_expenses_amount__distinct_nonblank_value_count,master_conflict_diagnostic,,,,False,True,1.6.0,Count of distinct nonblank candidate values seen in the organization-year group.
harm_assets_amount__conflict,master_conflict_diagnostic,,,,False,True,1.6.0,True when multiple distinct nonblank values existed in the organization-year group.
harm_assets_amount__distinct_nonblank_value_count,master_conflict_diagnostic,,,,False,True,1.6.0,Count of distinct nonblank candidate values seen in the organization-year group.
harm_income_amount__conflict,master_conflict_diagnostic,,,,False,True,1.6.0,True when multiple distinct nonblank values existed in the organization-year group.
harm_income_amount__distinct_nonblank_value_count,master_conflict_diagnostic,,,,False,True,1.6.0,Count of distinct nonblank candidate values seen in the organization-year group.
harm_gross_receipts_under_25000_flag__conflict,master_conflict_diagnostic,,,,False,True,1.6.0,True when multiple distinct nonblank values existed in the organization-year group.
harm_gross_receipts_under_25000_flag__distinct_nonblank_value_count,master_conflict_diagnostic,,,,False,True,1.6.0,Count of distinct nonblank candidate values seen in the organization-year group.
harm_is_hospital__conflict,master_conflict_diagnostic,,,,False,True,1.6.0,True when multiple distinct nonblank values existed in the organization-year group.
harm_is_hospital__distinct_nonblank_value_count,master_conflict_diagnostic,,,,False,True,1.6.0,Count of distinct nonblank candidate values seen in the organization-year group.
harm_is_university__conflict,master_conflict_diagnostic,,,,False,True,1.6.0,True when multiple distinct nonblank values existed in the organization-year group.
harm_is_university__distinct_nonblank_value_count,master_conflict_diagnostic,,,,False,True,1.6.0,Count of distinct nonblank candidate values seen in the organization-year group.
harm_revenue_amount_num,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_expenses_amount_num,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_assets_amount_num,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_income_amount_num,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_revenue_amount_num_parse_ok,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_expenses_amount_num_parse_ok,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_assets_amount_num_parse_ok,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
harm_income_amount_num_parse_ok,numeric_helper,,,,False,True,1.6.0,Parsed numeric helper recomputed from the selected master string amount.
